emp_no,gender,marital_status,age_band,age,department,education,education_field,job_role,business_travel,employee_count,attrition,attrition_label,job_satisfaction,active_employee
10213,Female,Single,25 - 34,27,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,3,1
10214,Male,Married,45 - 54,51,R&D,Master's Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,2,1
10215,Female,Single,25 - 34,30,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,1,0
10216,Female,Single,35 - 44,41,Sales,Bachelor's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,4,1
10217,Female,Single,25 - 34,30,Sales,Master's Degree,Marketing,Sales Executive,Travel_Frequently,1,Yes,Ex-Employees,1,0
10218,Male,Single,25 - 34,29,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,3,0
10219,Female,Single,45 - 54,45,Sales,Bachelor's Degree,Medical,Sales Executive,Non-Travel,1,No,Current Employees,4,1
10220,Female,Married,45 - 54,54,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
10221,Male,Single,35 - 44,36,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
10222,Female,Married,25 - 34,33,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
10223,Male,Divorced,35 - 44,37,R&D,Bachelor's Degree,Other,Research Director,Travel_Frequently,1,No,Current Employees,4,1
10224,Male,Divorced,35 - 44,38,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10225,Male,Married,25 - 34,31,R&D,Master's Degree,Medical,Manufacturing Director,Non-Travel,1,No,Current Employees,3,1
10226,Male,Married,Over 55,59,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10227,Male,Divorced,35 - 44,37,Sales,Master's Degree,Marketing,Sales Representative,Travel_Frequently,1,No,Current Employees,4,1
10228,Female,Married,25 - 34,29,Sales,High School,Medical,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1
10229,Female,Single,35 - 44,35,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Frequently,1,No,Current Employees,3,1
10230,Male,Single,25 - 34,29,R&D,High School,Medical,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,4,0
10231,Female,Single,45 - 54,52,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10232,Male,Married,35 - 44,42,R&D,Associates Degree,Technical Degree,Manager,Travel_Rarely,1,No,Current Employees,4,1
10233,Male,Married,Over 55,59,HR,Associates Degree,Medical,Human Resources,Travel_Rarely,1,No,Current Employees,3,1
10234,Female,Divorced,45 - 54,50,Sales,Master's Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,4,1
10235,Male,Married,25 - 34,33,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,4,0
10236,Female,Married,35 - 44,43,Sales,Bachelor's Degree,Marketing,Manager,Travel_Rarely,1,No,Current Employees,4,1
10237,Female,Married,25 - 34,33,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0
10238,Male,Single,45 - 54,52,Sales,Master's Degree,Life Sciences,Manager,Non-Travel,1,No,Current Employees,3,1
10239,Female,Married,25 - 34,32,Sales,Associates Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,2,1
10240,Male,Single,25 - 34,32,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,3,0
10241,Female,Divorced,35 - 44,39,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
10242,Male,Married,25 - 34,32,Sales,Master's Degree,Marketing,Sales Executive,Non-Travel,1,No,Current Employees,4,1
10243,Male,Divorced,35 - 44,41,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
10244,Male,Divorced,35 - 44,40,R&D,Associates Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10245,Male,Married,45 - 54,45,R&D,Bachelor's Degree,Other,Manager,Travel_Rarely,1,No,Current Employees,4,1
10246,Male,Divorced,25 - 34,31,R&D,Master's Degree,Medical,Research Director,Travel_Frequently,1,No,Current Employees,3,1
10247,Female,Married,25 - 34,33,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10248,Male,Married,25 - 34,34,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1
10249,Female,Married,35 - 44,37,R&D,Associates Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
10250,Male,Married,45 - 54,45,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,3,1
10251,Male,Divorced,35 - 44,37,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Frequently,1,Yes,Ex-Employees,3,0
10252,Female,Single,35 - 44,39,R&D,Master's Degree,Technical Degree,Healthcare Representative,Travel_Frequently,1,No,Current Employees,3,1
10253,Male,Single,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10254,Female,Single,35 - 44,42,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
10255,Male,Divorced,25 - 34,29,Sales,Associates Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10256,Female,Married,25 - 34,25,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1
10257,Female,Divorced,35 - 44,42,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
10258,Male,Divorced,35 - 44,40,R&D,Associates Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,3,1
10259,Male,Married,45 - 54,51,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10260,Male,Single,25 - 34,31,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,2,0
10261,Male,Married,25 - 34,32,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,No,Current Employees,2,1
10262,Male,Married,35 - 44,38,Sales,Associates Degree,Life Sciences,Sales Executive,Non-Travel,1,No,Current Employees,4,1
10263,Male,Single,25 - 34,32,R&D,High School,Technical Degree,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
10264,Female,Married,45 - 54,46,Sales,Bachelor's Degree,Technical Degree,Manager,Travel_Rarely,1,No,Current Employees,2,1
10265,Male,Single,25 - 34,28,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,3,0
10266,Male,Married,25 - 34,29,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
10267,Male,Married,25 - 34,31,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
10268,Male,Divorced,25 - 34,25,R&D,Associates Degree,Life Sciences,Healthcare Representative,Non-Travel,1,No,Current Employees,1,1
10269,Male,Married,45 - 54,45,R&D,Associates Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
10270,Male,Married,35 - 44,36,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10271,Male,Single,Over 55,55,R&D,Bachelor's Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,1,1
10272,Male,Married,45 - 54,47,R&D,Master's Degree,Life Sciences,Manager,Non-Travel,1,Yes,Ex-Employees,2,0
10273,Male,Married,25 - 34,28,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10274,Male,Married,35 - 44,37,Sales,Master's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10275,Male,Single,Under 25,21,R&D,Associates Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10276,Female,Divorced,35 - 44,37,R&D,Master's Degree,Medical,Research Director,Non-Travel,1,No,Current Employees,4,1
10277,Female,Divorced,35 - 44,35,R&D,Bachelor's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,2,1
10278,Female,Divorced,35 - 44,38,Sales,Associates Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
10279,Female,Divorced,25 - 34,26,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,2,1
10280,Male,Divorced,45 - 54,50,R&D,High School,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,2,1
10281,Male,Married,45 - 54,53,R&D,Master's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,3,1
10282,Male,Married,35 - 44,42,Sales,High School,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10283,Male,Single,25 - 34,29,Sales,Associates Degree,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1
10284,Male,Married,Over 55,55,R&D,Associates Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10285,Male,Married,25 - 34,26,R&D,Associates Degree,Medical,Healthcare Representative,Travel_Frequently,1,No,Current Employees,1,1
10286,Female,Single,35 - 44,37,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10287,Male,Divorced,35 - 44,44,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,3,0
10288,Male,Divorced,35 - 44,38,R&D,Master's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
10289,Male,Divorced,25 - 34,26,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,2,0
10290,Female,Single,25 - 34,28,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10291,Female,Single,45 - 54,49,R&D,Master's Degree,Life Sciences,Research Director,Travel_Frequently,1,No,Current Employees,1,1
10292,Male,Single,35 - 44,36,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
10293,Female,Divorced,25 - 34,31,Sales,Bachelor's Degree,Marketing,Sales Representative,Travel_Frequently,1,No,Current Employees,2,1
10294,Male,Single,25 - 34,26,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,4,0
10295,Male,Married,35 - 44,37,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1
10296,Female,Married,35 - 44,42,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Frequently,1,No,Current Employees,2,1
10297,Male,Single,Under 25,18,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,3,0
10298,Male,Married,35 - 44,35,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
10299,Male,Married,35 - 44,36,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,No,Current Employees,4,1
10300,Male,Divorced,45 - 54,51,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
10301,Male,Single,35 - 44,41,Sales,Master's Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,2,1
10302,Female,Single,Under 25,18,Sales,Bachelor's Degree,Medical,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1
10303,Male,Single,25 - 34,28,R&D,Associates Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1
10304,Male,Married,25 - 34,31,Sales,Bachelor's Degree,Technical Degree,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10305,Male,Divorced,35 - 44,39,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
10306,Female,Married,35 - 44,36,R&D,Master's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,2,1
10307,Male,Married,25 - 34,32,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10308,Female,Married,35 - 44,38,R&D,Associates Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,2,1
10309,Male,Divorced,Over 55,58,R&D,Master's Degree,Life Sciences,Healthcare Representative,Non-Travel,1,No,Current Employees,3,1
10310,Male,Married,25 - 34,31,R&D,Master's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10311,Male,Married,25 - 34,31,HR,Bachelor's Degree,Human Resources,Human Resources,Travel_Rarely,1,No,Current Employees,1,1
10312,Male,Divorced,45 - 54,45,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,No,Current Employees,1,1
10313,Male,Divorced,25 - 34,31,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10314,Female,Married,25 - 34,33,R&D,Master's Degree,Life Sciences,Manager,Travel_Frequently,1,No,Current Employees,2,1
10315,Male,Married,35 - 44,39,R&D,High School,Medical,Manager,Travel_Rarely,1,No,Current Employees,1,1
10316,Female,Single,35 - 44,43,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,No,Current Employees,4,1
10317,Female,Single,45 - 54,49,R&D,Associates Degree,Technical Degree,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
10318,Male,Married,45 - 54,52,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,2,0
10319,Female,Single,25 - 34,27,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
10320,Female,Married,25 - 34,32,Sales,Associates Degree,Technical Degree,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
10321,Male,Single,25 - 34,27,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10322,Male,Divorced,25 - 34,31,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10323,Female,Single,25 - 34,32,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10324,Male,Married,25 - 34,28,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,4,0
10325,Female,Married,25 - 34,30,R&D,Associates Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10326,Female,Married,25 - 34,31,R&D,Associates Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,3,1
10327,Male,Married,35 - 44,39,R&D,Associates Degree,Medical,Manager,Travel_Frequently,1,No,Current Employees,4,1
10328,Female,Married,35 - 44,39,Sales,Associates Degree,Medical,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,3,0
10329,Male,Single,25 - 34,33,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1
10330,Male,Married,45 - 54,47,R&D,Doctoral Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,3,1
10331,Female,Divorced,35 - 44,43,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,No,Current Employees,3,1
10332,Male,Married,25 - 34,27,Sales,High School,Marketing,Sales Executive,Non-Travel,1,No,Current Employees,2,1
10333,Female,Single,45 - 54,54,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,3,1
10334,Female,Married,35 - 44,43,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1
10335,Male,Married,45 - 54,45,R&D,Master's Degree,Other,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10336,Male,Married,35 - 44,40,Sales,Associates Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10337,Male,Married,25 - 34,29,R&D,Master's Degree,Other,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0
10338,Male,Single,25 - 34,29,R&D,Doctoral Degree,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10339,Female,Divorced,25 - 34,30,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10340,Female,Married,25 - 34,27,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
10341,Male,Divorced,35 - 44,37,R&D,Associates Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
10342,Male,Divorced,35 - 44,38,R&D,Associates Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,4,1
10343,Female,Single,25 - 34,31,R&D,Master's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
10344,Female,Divorced,25 - 34,29,Sales,High School,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
10345,Male,Single,35 - 44,35,R&D,Master's Degree,Technical Degree,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
10346,Male,Divorced,Under 25,23,R&D,High School,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10347,Male,Single,35 - 44,41,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
10348,Male,Single,45 - 54,47,Sales,High School,Medical,Sales Representative,Travel_Frequently,1,No,Current Employees,3,1
10349,Female,Single,35 - 44,42,R&D,Doctoral Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,4,1
10350,Male,Married,25 - 34,29,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Non-Travel,1,No,Current Employees,3,1
10351,Male,Divorced,35 - 44,42,HR,High School,Technical Degree,Human Resources,Travel_Rarely,1,No,Current Employees,3,1
10352,Female,Married,25 - 34,32,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
10353,Female,Married,45 - 54,48,Sales,High School,Medical,Manager,Travel_Rarely,1,No,Current Employees,3,1
10354,Male,Divorced,35 - 44,37,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
10355,Female,Married,25 - 34,30,Sales,Associates Degree,Technical Degree,Sales Executive,Non-Travel,1,No,Current Employees,3,1
10356,Male,Married,25 - 34,26,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10357,Male,Single,35 - 44,42,R&D,Master's Degree,Other,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
10358,Female,Single,Under 25,21,Sales,High School,Technical Degree,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,2,0
10359,Female,Single,35 - 44,36,Sales,Doctoral Degree,Medical,Sales Executive,Non-Travel,1,No,Current Employees,4,1
10360,Male,Married,35 - 44,36,Sales,Master's Degree,Medical,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1
10361,Male,Married,Over 55,57,R&D,Master's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
